customer_id,customer_name,region,product_category,order_amount_pkr,quantity,order_date_range,order_amount_pkr_normalized,quantity_normalized,start_date,end_date,duration_days
1021,Customer_20,South,Furniture,33366.02,11.0,2023-10-20 - 2023-11-04,0.6635124916881173,0.5263157894736842,2023-10-20,2023-11-04,15
1022,Customer_21,East,Furniture,27896.91,15.0,2023-08-25 - 2023-09-19,0.5526716483580625,0.7368421052631579,2023-08-25,2023-09-19,25
1023,Customer_22,South,Apparel,49833.26,8.0,2023-05-25 - 2023-06-19,0.9972492000224555,0.3684210526315789,2023-05-25,2023-06-19,25
1024,Customer_23,North,Grocery,17914.62,4.0,2023-07-15 - 2023-08-01,0.3503635137684906,0.15789473684210525,2023-07-15,2023-08-01,17
1025,Customer_24,Unknown,Furniture,15677.84,12.0,2023-09-28 - 2023-10-12,0.3050313515805295,0.5789473684210527,2023-09-28,2023-10-12,14
1026,Customer_25,Unknown,Electronics,36203.57,12.0,2023-03-24 - 2023-04-20,0.7210202827164925,0.5789473684210527,2023-03-24,2023-04-20,27
1027,Customer_26,North,Grocery,37272.61,9.0,2023-04-13 - 2023-05-09,0.7426862018794937,0.42105263157894735,2023-04-13,2023-05-09,26
1028,Customer_27,East,Grocery,34663.1,4.0,2023-03-12 - 2023-04-09,0.6898000304405921,0.15789473684210525,2023-03-12,2023-04-09,28
1029,Customer_28,North,Apparel,37060.93,15.0,2023-05-09 - 2023-05-11,0.7383961455968251,0.7368421052631579,2023-05-09,2023-05-11,2
1030,Customer_29,North,Furniture,29684.55,7.0,2023-09-04 - 2023-10-02,0.5889012223052933,0.3157894736842105,2023-09-04,2023-10-02,28
1031,Customer_30,Unknown,Grocery,30041.14,20.0,2023-07-10 - 2023-07-28,0.5961281269247037,1.0,2023-07-10,2023-07-28,18
1032,Customer_31,West,Furniture,41715.1,2.0,2023-02-22 - 2023-03-17,0.8327208397063679,0.05263157894736842,2023-02-22,2023-03-17,23
1033,Customer_32,Unknown,Furniture,18363.61,8.0,2023-09-22 - 2023-10-20,0.35946306200335176,0.3684210526315789,2023-09-22,2023-10-20,28
1034,Customer_33,Unknown,Furniture,35546.92,19.0,2023-03-05 - 2023-03-15,0.7077121503562582,0.9473684210526315,2023-03-05,2023-03-15,10
1035,Customer_34,South,Apparel,2753.03,18.0,2023-02-12 - 2023-03-09,0.04308802985528965,0.8947368421052632,2023-02-12,2023-03-09,25
1036,Customer_35,North,Furniture,24518.565000000002,7.0,2023-03-24 - 2023-04-02,0.48420372416932356,0.3157894736842105,2023-03-24,2023-04-02,9
1037,Customer_36,Unknown,Apparel,47232.44,8.0,2023-08-19 - 2023-09-17,0.9445391462569118,0.3684210526315789,2023-08-19,2023-09-17,29
1038,Customer_37,North,Electronics,37763.21,5.0,2023-09-20 - 2023-09-25,0.7526290477424815,0.21052631578947367,2023-09-20,2023-09-25,5
1039,Customer_38,South,Grocery,1107.14,20.0,2023-08-12 - 2023-08-15,0.009731261454488785,1.0,2023-08-12,2023-08-15,3
1040,Customer_39,North,Grocery,24196.35,11.0,2023-04-24 - 2023-05-21,0.4776734875616134,0.5263157894736842,2023-04-24,2023-05-21,27
1041,Customer_40,Unknown,Electronics,48292.13,5.0,2023-08-19 - 2023-09-17,0.9660155717207305,0.21052631578947367,2023-08-19,2023-09-17,29
1042,Unknown,North,Apparel,43155.29,18.0,2023-06-28 - 2023-07-28,0.8619087467251537,0.8947368421052632,2023-06-28,2023-07-28,30
1043,Customer_42,South,Grocery,3734.5,6.0,2023-01-14 - 2023-01-28,0.06297919359182977,0.2631578947368421,2023-01-14,2023-01-28,14
1044,Customer_43,West,Apparel,29062.55,1.0,2023-01-28 - 2023-02-10,0.576295331300853,0.0,2023-01-28,2023-02-10,13
1045,Customer_44,North,Apparel,8010.49,12.0,2023-09-15 - 2023-09-27,0.1496394249038497,0.5789473684210527,2023-09-15,2023-09-27,12
1046,Customer_45,Unknown,Apparel,47481.72,8.0,2023-05-01 - 2023-05-14,0.9495912306774694,0.3684210526315789,2023-05-01,2023-05-14,13
1047,Customer_46,South,Electronics,12785.45,1.0,2023-02-11 - 2023-02-23,0.24641213440636087,0.0,2023-02-11,2023-02-23,12
1048,Customer_47,Unknown,Electronics,21100.61,2.0,2023-04-25 - 2023-04-26,0.4149330357640478,0.05263157894736842,2023-04-25,2023-04-26,1
1049,Customer_48,Unknown,Apparel,31111.71,14.0,2023-06-13 - 2023-07-13,0.6178250541475713,0.6842105263157895,2023-06-13,2023-07-13,30
1050,Customer_49,North,Furniture,19328.71,3.0,2023-02-20 - 2023-03-19,0.379022459766029,0.10526315789473684,2023-02-20,2023-03-19,27
1051,Customer_50,Unknown,Electronics,15218.98,12.0,2023-06-21 - 2023-07-17,0.2957317709594725,0.5789473684210527,2023-06-21,2023-07-17,26
1052,Customer_51,North,Furniture,21727.08,4.0,2023-03-16 - 2023-03-21,0.42762951894339135,0.15789473684210525,2023-03-16,2023-03-21,5
1053,Customer_52,West,Furniture,3481.4,8.0,2023-01-20 - 2023-01-30,0.05784969035513552,0.3684210526315789,2023-01-20,2023-01-30,10
1054,Customer_53,Unknown,Apparel,5412.06,2.0,2023-08-30 - 2023-09-22,0.09697780856515574,0.05263157894736842,2023-08-30,2023-09-22,23
1055,Customer_54,Unknown,Furniture,31462.99,17.0,2023-03-13 - 2023-04-07,0.6249443425592108,0.8421052631578947,2023-03-13,2023-04-07,25
1056,Customer_55,Unknown,Furniture,4518.78,1.0,2023-08-29 - 2023-09-13,0.07887396561266961,0.0,2023-08-29,2023-09-13,15
1057,Customer_56,East,Furniture,27823.62,16.0,2023-01-03 - 2023-02-01,0.5511863014903527,0.7894736842105263,2023-01-03,2023-02-01,29
1058,Customer_57,East,Apparel,20721.62,14.0,2023-02-10 - 2023-02-11,0.407252156934831,0.6842105263157895,2023-02-10,2023-02-11,1
1059,Customer_58,South,Apparel,23760.67,16.0,2023-05-12 - 2023-05-19,0.4688436891808826,0.7894736842105263,2023-05-12,2023-05-19,7
1060,Customer_59,East,Electronics,24518.565000000002,15.0,2023-03-18 - 2023-04-05,0.48420372416932356,0.7368421052631579,2023-03-18,2023-04-05,18
1061,Customer_60,South,Electronics,14494.56,3.0,2023-09-28 - 2023-10-12,0.28105016394751653,0.10526315789473684,2023-09-28,2023-10-12,14
1062,Customer_61,East,Furniture,4023.4,5.0,2023-02-26 - 2023-03-23,0.06883424489598215,0.21052631578947367,2023-02-26,2023-03-23,25
1063,Customer_62,West,Apparel,13595.45,9.0,2023-05-28 - 2023-06-05,0.26282816610024606,0.42105263157894735,2023-05-28,2023-06-05,8
1064,Customer_63,South,Apparel,29694.58,19.0,2023-06-04 - 2023-06-08,0.5891044973644164,0.9473684210526315,2023-06-04,2023-06-08,4
1065,Customer_64,East,Furniture,10292.05,11.0,2023-01-25 - 2023-02-02,0.19587913017730735,0.5263157894736842,2023-01-25,2023-02-02,8
1066,Customer_65,West,Electronics,11628.07,20.0,2023-08-03 - 2023-08-24,0.22295585445343635,1.0,2023-08-03,2023-08-24,21
1067,Customer_66,East,Apparel,13648.81,15.0,2023-08-23 - 2023-08-26,0.263909597521463,0.7368421052631579,2023-08-23,2023-08-26,3
1068,Unknown,North,Electronics,3452.08,14.0,2023-02-26 - 2023-03-25,0.05725547054122846,0.6842105263157895,2023-02-26,2023-03-25,27
1069,Customer_68,North,Furniture,29954.68,4.0,2023-09-13 - 2023-10-03,0.594375867541675,0.15789473684210525,2023-09-13,2023-10-03,20
1070,Customer_69,West,Apparel,46099.03,18.0,2023-10-02 - 2023-10-03,0.9215686592418915,0.8947368421052632,2023-10-02,2023-10-03,1
1071,Customer_70,Unknown,Furniture,23700.55,7.0,2023-09-21 - 2023-10-10,0.46762525482849204,0.3157894736842105,2023-09-21,2023-10-10,19
1072,Customer_71,Unknown,Grocery,20424.17,8.0,2023-05-04 - 2023-05-27,0.40122382529613204,0.3684210526315789,2023-05-04,2023-05-27,23
1073,Customer_72,North,Furniture,27229.09,15.0,2023-03-15 - 2023-03-25,0.539137136894099,0.7368421052631579,2023-03-15,2023-03-25,10
1074,Customer_73,North,Furniture,30102.81,4.0,2023-08-08 - 2023-08-09,0.5973779746710766,0.15789473684210525,2023-08-08,2023-08-09,1
1075,Customer_74,Unknown,Furniture,36859.43,11.0,2023-06-30 - 2023-07-08,0.7343124043791487,0.5263157894736842,2023-06-30,2023-07-08,8
1076,Customer_75,South,Apparel,1780.31,12.0,2023-10-20 - 2023-11-03,0.02337419979445507,0.5789473684210527,2023-10-20,2023-11-03,14
1077,Customer_76,Unknown,Furniture,33877.77,16.0,2023-04-06 - 2023-04-28,0.6738839783786675,0.7894736842105263,2023-04-06,2023-04-28,22
1078,Customer_77,East,Furniture,29562.59,3.0,2023-02-13 - 2023-03-02,0.5864294948665448,0.10526315789473684,2023-02-13,2023-03-02,17
1079,Customer_78,South,Grocery,24518.565000000002,4.0,2023-07-04 - 2023-07-07,0.48420372416932356,0.15789473684210525,2023-07-04,2023-07-07,3
1080,Customer_79,East,Apparel,41160.35,12.0,2023-09-27 - 2023-10-15,0.821477884666636,0.5789473684210527,2023-09-27,2023-10-15,18
1081,Customer_80,North,Grocery,38273.9,18.0,2023-09-17 - 2023-10-13,0.7629790517248892,0.8947368421052632,2023-09-17,2023-10-13,26
1082,Customer_81,South,Furniture,26188.71,18.0,2023-09-17 - 2023-10-05,0.5180520615191802,0.8947368421052632,2023-09-17,2023-10-05,18
1083,Customer_82,East,Apparel,14268.75,4.0,2023-01-11 - 2023-01-24,0.2764737391119657,0.15789473684210525,2023-01-11,2023-01-24,13
1084,Customer_83,East,Grocery,22076.31,14.0,2023-08-29 - 2023-08-31,0.43470726060815124,0.6842105263157895,2023-08-29,2023-08-31,2
1085,Customer_84,South,Furniture,48468.23,2.0,2023-07-18 - 2023-07-30,0.969584538611216,0.05263157894736842,2023-07-18,2023-07-30,12
1086,Customer_85,West,Electronics,20713.23,20.0,2023-05-10 - 2023-06-03,0.40708211927321164,1.0,2023-05-10,2023-06-03,24
1087,Customer_86,Unknown,Grocery,5677.69,4.0,2023-01-09 - 2023-01-21,0.10236125362546032,0.15789473684210525,2023-01-09,2023-01-21,12
1088,Customer_87,East,Apparel,20876.43,7.0,2023-02-04 - 2023-02-16,0.4103896456589426,0.3157894736842105,2023-02-04,2023-02-16,12
1089,Customer_88,Unknown,Grocery,33297.89,16.0,2023-05-04 - 2023-05-28,0.6621317210223094,0.7894736842105263,2023-05-04,2023-05-28,24
1090,Unknown,Unknown,Grocery,38144.74,4.0,2023-02-23 - 2023-03-20,0.7603614040044173,0.15789473684210525,2023-02-23,2023-03-20,25
1091,Customer_90,North,Grocery,24518.565000000002,18.0,2023-10-25 - 2023-11-18,0.48420372416932356,0.8947368421052632,2023-10-25,2023-11-18,24
1092,Customer_91,Unknown,Electronics,12993.74,9.0,2023-06-20 - 2023-06-25,0.25063348655638473,0.42105263157894735,2023-06-20,2023-06-25,5
1093,Customer_92,East,Apparel,38741.12,14.0,2023-01-23 - 2023-02-04,0.7724480620063918,0.6842105263157895,2023-01-23,2023-02-04,12
1094,Customer_93,North,Apparel,41333.9,20.0,2023-10-07 - 2023-10-18,0.8249951714573445,1.0,2023-10-07,2023-10-18,11
1095,Customer_94,South,Apparel,24518.565000000002,18.0,2023-03-31 - 2023-04-27,0.48420372416932356,0.8947368421052632,2023-03-31,2023-04-27,27
1096,Customer_95,East,Furniture,23367.83,11.0,2023-08-26 - 2023-09-18,0.4608821164764063,0.5263157894736842,2023-08-26,2023-09-18,23
1097,Customer_96,North,Apparel,24518.565000000002,9.0,2023-09-03 - 2023-09-24,0.48420372416932356,0.42105263157894735,2023-09-03,2023-09-24,21
1098,Customer_97,North,Apparel,31320.38,11.0,2023-04-04 - 2023-04-30,0.6220541076457973,0.5263157894736842,2023-04-04,2023-04-30,26
1099,Customer_98,Unknown,Electronics,22381.03,10.0,2023-03-11 - 2023-03-14,0.4408829311979792,0.47368421052631576,2023-03-11,2023-03-14,3
1100,Customer_99,South,Furniture,24518.565000000002,12.0,2023-08-23 - 2023-08-25,0.48420372416932356,0.5789473684210527,2023-08-23,2023-08-25,2
1101,Unknown,East,Furniture,6985.15,11.0,2023-05-31 - 2023-06-07,0.12885916078408644,0.5263157894736842,2023-05-31,2023-06-07,7
1102,Customer_101,East,Grocery,44101.91,19.0,2023-01-23 - 2023-02-18,0.881093615764741,0.9473684210526315,2023-01-23,2023-02-18,26
1103,Customer_102,Unknown,Furniture,1929.04,3.0,2023-04-13 - 2023-05-12,0.02638846694733352,0.10526315789473684,2023-04-13,2023-05-12,29
1104,Customer_103,South,Furniture,40066.03,1.0,2023-01-22 - 2023-02-02,0.7992996231811391,0.0,2023-01-22,2023-02-02,11
1105,Customer_104,East,Electronics,15882.13,17.0,2023-06-08 - 2023-06-25,0.3091716369073737,0.8421052631578947,2023-06-08,2023-06-25,17
1106,Customer_105,South,Apparel,24518.565000000002,14.0,2023-07-23 - 2023-08-19,0.48420372416932356,0.6842105263157895,2023-07-23,2023-08-19,27
1107,Customer_106,East,Furniture,11622.68,6.0,2023-10-06 - 2023-10-22,0.22284661690920174,0.2631578947368421,2023-10-06,2023-10-22,16
1108,Customer_107,Unknown,Furniture,6116.33,11.0,2023-05-10 - 2023-05-12,0.11125104145534405,0.5263157894736842,2023-05-10,2023-05-12,2
1109,Customer_108,West,Electronics,32561.63,19.0,2023-04-08 - 2023-04-18,0.6472101562137417,0.9473684210526315,2023-04-08,2023-04-18,10
1110,Customer_109,East,Furniture,46666.33,2.0,2023-07-02 - 2023-07-30,0.9330659614393496,0.05263157894736842,2023-07-02,2023-07-30,28
1111,Customer_110,North,Furniture,35417.88,20.0,2023-01-25 - 2023-02-22,0.7050969346404817,1.0,2023-01-25,2023-02-22,28
1112,Customer_111,North,Electronics,24383.73,11.0,2023-06-19 - 2023-06-28,0.4814710628934655,0.5263157894736842,2023-06-19,2023-06-28,9
1113,Customer_112,West,Grocery,23110.93,15.0,2023-03-05 - 2023-03-31,0.45567559975769134,0.7368421052631579,2023-03-05,2023-03-31,26
1114,Customer_113,East,Grocery,9935.21,16.0,2023-07-08 - 2023-07-22,0.1886471588814481,0.7894736842105263,2023-07-08,2023-07-22,14
1115,Customer_114,North,Furniture,37441.48,14.0,2023-07-24 - 2023-08-17,0.746108640487082,0.6842105263157895,2023-07-24,2023-08-17,24
1116,Customer_115,North,Furniture,3955.6,17.0,2023-08-14 - 2023-09-12,0.06746016224308657,0.8421052631578947,2023-08-14,2023-09-12,29
1117,Customer_116,East,Apparel,42793.41,14.0,2023-07-17 - 2023-07-28,0.8545746312320881,0.6842105263157895,2023-07-17,2023-07-28,11
1118,Customer_117,South,Furniture,39492.01,19.0,2023-04-06 - 2023-04-22,0.7876661287207393,0.9473684210526315,2023-04-06,2023-04-22,16
1119,Customer_118,East,Apparel,626.98,10.0,2023-09-12 - 2023-09-24,0.0,0.47368421052631576,2023-09-12,2023-09-24,12
1120,Customer_119,South,Grocery,41955.06,11.0,2023-09-23 - 2023-10-02,0.8375840384289168,0.5263157894736842,2023-09-23,2023-10-02,9
1121,Customer_120,West,Furniture,33167.07,20.0,2023-02-12 - 2023-03-08,0.659480430570218,1.0,2023-02-12,2023-03-08,24
1122,Customer_121,Unknown,Furniture,22604.1,7.0,2023-08-06 - 2023-08-09,0.445403825259652,0.3157894736842105,2023-08-06,2023-08-09,3
1123,Customer_122,West,Electronics,16955.78,7.0,2023-08-09 - 2023-08-29,0.3309309855840895,0.3157894736842105,2023-08-09,2023-08-29,20
1124,Customer_123,Unknown,Furniture,19171.9,9.0,2023-04-03 - 2023-04-21,0.37584443763032765,0.42105263157894735,2023-04-03,2023-04-21,18
1125,Unknown,North,Grocery,43545.28,4.0,2023-05-31 - 2023-06-11,0.8698125593181145,0.15789473684210525,2023-05-31,2023-06-11,11
1126,Customer_125,North,Furniture,12320.87,11.0,2023-02-22 - 2023-02-25,0.23699662822815695,0.5263157894736842,2023-02-22,2023-02-25,3
1127,Unknown,North,Apparel,42872.64,6.0,2023-06-17 - 2023-07-09,0.8561803623322195,0.2631578947368421,2023-06-17,2023-07-09,22
1128,Customer_127,South,Furniture,16249.73,18.0,2023-06-01 - 2023-06-11,0.3166216779575863,0.8947368421052632,2023-06-01,2023-06-11,10
1129,Customer_128,Unknown,Apparel,45714.79,17.0,2023-08-17 - 2023-09-06,0.9137813802072514,0.8421052631578947,2023-08-17,2023-09-06,20
1130,Customer_129,North,Electronics,49426.49,12.0,2023-08-07 - 2023-08-13,0.9890053121062559,0.5789473684210527,2023-08-07,2023-08-13,6
1131,Customer_130,East,Furniture,32774.94,2.0,2023-08-16 - 2023-08-28,0.6515332472268561,0.05263157894736842,2023-08-16,2023-08-28,12
1132,Customer_131,Unknown,Electronics,48258.81,15.0,2023-08-17 - 2023-08-19,0.9653402850836438,0.7368421052631579,2023-08-17,2023-08-19,2
1133,Customer_132,Unknown,Electronics,48285.0,11.0,2023-06-30 - 2023-07-20,0.9658710701084128,0.5263157894736842,2023-06-30,2023-07-20,20
1134,Customer_133,South,Furniture,5468.05,19.0,2023-08-11 - 2023-08-20,0.09811254142261332,0.9473684210526315,2023-08-11,2023-08-20,9
1135,Customer_134,West,Apparel,5435.73,14.0,2023-01-30 - 2023-02-02,0.0974575214913215,0.6842105263157895,2023-01-30,2023-02-02,3
1136,Customer_135,South,Furniture,1259.71,13.0,2023-07-27 - 2023-08-08,0.012823352757619725,0.631578947368421,2023-07-27,2023-08-08,12
1137,Customer_136,North,Apparel,43611.18,11.0,2023-09-20 - 2023-10-16,0.8711481352299998,0.5263157894736842,2023-09-20,2023-10-16,26
1138,Customer_137,East,Electronics,4204.0,20.0,2023-03-23 - 2023-03-24,0.0724944119625447,1.0,2023-03-23,2023-03-24,1
1139,Customer_138,East,Grocery,13618.63,12.0,2023-03-15 - 2023-04-12,0.2632979483405723,0.5789473684210527,2023-03-15,2023-04-12,28
1140,Customer_139,North,Furniture,20175.42,4.0,2023-08-13 - 2023-08-15,0.3961824822296457,0.15789473684210525,2023-08-13,2023-08-15,2
1141,Customer_140,East,Grocery,16764.0,19.0,2023-03-06 - 2023-03-09,0.32704423674673977,0.9473684210526315,2023-03-06,2023-03-09,3
1142,Customer_141,South,Apparel,26914.3,3.0,2023-05-01 - 2023-05-26,0.5327573805769161,0.10526315789473684,2023-05-01,2023-05-26,25
1143,Customer_142,South,Furniture,31526.56,10.0,2023-07-07 - 2023-07-19,0.6262326970465939,0.47368421052631576,2023-07-07,2023-07-19,12
1144,Customer_143,North,Grocery,24653.4,8.0,2023-07-16 - 2023-08-04,0.4869363854451816,0.3684210526315789,2023-07-16,2023-08-04,19
1145,Customer_144,East,Grocery,31064.24,6.0,2023-01-17 - 2023-02-06,0.6168629936234865,0.2631578947368421,2023-01-17,2023-02-06,20
1146,Customer_145,Unknown,Furniture,34377.78,4.0,2023-03-20 - 2023-04-11,0.6840175339431855,0.15789473684210525,2023-03-20,2023-04-11,22
1147,Customer_146,West,Grocery,11760.57,7.0,2023-08-19 - 2023-08-31,0.22564119297126325,0.3157894736842105,2023-08-19,2023-08-31,12
1148,Customer_147,Unknown,Furniture,48927.72,12.0,2023-07-10 - 2023-07-25,0.9788968872569237,0.5789473684210527,2023-07-10,2023-07-25,15
1149,Customer_148,South,Grocery,35342.6,5.0,2023-02-09 - 2023-02-28,0.7035712570282402,0.21052631578947367,2023-02-09,2023-02-28,19
1150,Customer_149,South,Electronics,8735.06,5.0,2023-03-12 - 2023-03-29,0.16432407192167486,0.21052631578947367,2023-03-12,2023-03-29,17
1151,Customer_150,South,Furniture,1932.89,6.0,2023-07-07 - 2023-07-20,0.026466493764643967,0.2631578947368421,2023-07-07,2023-07-20,13
1152,Customer_151,South,Electronics,3277.9,3.0,2023-06-10 - 2023-07-01,0.0537254157258693,0.10526315789473684,2023-06-10,2023-07-01,21
1153,Customer_152,West,Electronics,21819.0,16.0,2023-05-23 - 2023-05-31,0.42949243454006036,0.7894736842105263,2023-05-23,2023-05-31,8
1154,Customer_153,North,Grocery,20896.56,19.0,2023-02-28 - 2023-03-01,0.41079761444659435,0.9473684210526315,2023-02-28,2023-03-01,1
1155,Customer_154,South,Apparel,9412.82,15.0,2023-04-06 - 2023-04-22,0.17806003444123986,0.7368421052631579,2023-04-06,2023-04-22,16
1156,Customer_155,East,Electronics,30669.84,19.0,2023-09-23 - 2023-10-06,0.60886980485797,0.9473684210526315,2023-09-23,2023-10-06,13
1157,Customer_156,West,Electronics,34315.16,20.0,2023-10-15 - 2023-10-19,0.6827484328263077,1.0,2023-10-15,2023-10-19,4
1158,Customer_157,South,Electronics,29366.28,11.0,2023-05-15 - 2023-06-09,0.582450937851944,0.5263157894736842,2023-05-15,2023-06-09,25
1159,Customer_158,East,Apparel,32076.28,3.0,2023-05-14 - 2023-06-06,0.6373737105561772,0.10526315789473684,2023-05-14,2023-06-06,23
1160,Customer_159,South,Apparel,33508.62,10.0,2023-08-17 - 2023-08-24,0.666402523934473,0.47368421052631576,2023-08-17,2023-08-24,7
1161,Customer_160,North,Electronics,23530.04,19.0,2023-05-27 - 2023-06-19,0.46416957882340026,0.9473684210526315,2023-05-27,2023-06-19,23
1162,Customer_161,West,Apparel,27556.61,17.0,2023-09-09 - 2023-09-16,0.5457748883760513,0.8421052631578947,2023-09-09,2023-09-16,7
1163,Customer_162,North,Apparel,24518.565000000002,15.0,2023-03-04 - 2023-03-09,0.48420372416932356,0.7368421052631579,2023-03-04,2023-03-09,5
1164,Customer_163,West,Apparel,49388.76,2.0,2023-02-07 - 2023-02-22,0.9882406492966137,0.05263157894736842,2023-02-07,2023-02-22,15
1165,Customer_164,South,Furniture,48120.44,10.0,2023-03-30 - 2023-04-28,0.9625359810028007,0.47368421052631576,2023-03-30,2023-04-28,29
1166,Customer_165,South,Electronics,23113.37,3.0,2023-08-16 - 2023-08-19,0.4557250505198309,0.10526315789473684,2023-08-16,2023-08-19,3
1167,Customer_166,West,Apparel,49968.99,17.0,2023-06-13 - 2023-07-05,1.0,0.8421052631578947,2023-06-13,2023-07-05,22
1168,Customer_167,East,Furniture,5779.34,19.0,2023-06-27 - 2023-07-20,0.10442136426951397,0.9473684210526315,2023-06-27,2023-07-20,23
1169,Customer_168,East,Grocery,18268.48,2.0,2023-02-03 - 2023-02-21,0.357535090281081,0.05263157894736842,2023-02-03,2023-02-21,18
1170,Customer_169,South,Grocery,35114.31,19.0,2023-10-05 - 2023-10-15,0.6989445707623179,0.9473684210526315,2023-10-05,2023-10-15,10
1171,Customer_170,South,Apparel,24518.565000000002,11.0,2023-06-03 - 2023-07-01,0.48420372416932356,0.5263157894736842,2023-06-03,2023-07-01,28
1172,Customer_171,North,Electronics,20092.38,17.0,2023-03-22 - 2023-04-14,0.3944995349804356,0.8421052631578947,2023-03-22,2023-04-14,23
1173,Customer_172,South,Apparel,24518.565000000002,2.0,2023-03-31 - 2023-04-26,0.48420372416932356,0.05263157894736842,2023-03-31,2023-04-26,26
1174,Customer_173,West,Grocery,39026.42,11.0,2023-07-05 - 2023-07-22,0.7782301531696824,0.5263157894736842,2023-07-05,2023-07-22,17
1175,Customer_174,East,Electronics,45575.54,3.0,2023-04-25 - 2023-04-29,0.9109592414253088,0.10526315789473684,2023-04-25,2023-04-29,4
1176,Customer_175,East,Electronics,41725.53,6.0,2023-04-13 - 2023-05-09,0.8329322214478089,0.2631578947368421,2023-04-13,2023-05-09,26
1177,Customer_176,North,Grocery,38899.18,11.0,2023-03-13 - 2023-03-21,0.7756514175243368,0.5263157894736842,2023-03-13,2023-03-21,8
1178,Customer_177,East,Furniture,40195.63,15.0,2023-09-10 - 2023-09-11,0.8019261882521608,0.7368421052631579,2023-09-10,2023-09-11,1
1179,Customer_178,East,Furniture,9911.53,20.0,2023-07-04 - 2023-07-22,0.18816724328822443,1.0,2023-07-04,2023-07-22,18
1180,Customer_179,Unknown,Apparel,37901.08,12.0,2023-10-21 - 2023-11-02,0.7554232184704271,0.5789473684210527,2023-10-21,2023-11-02,12
1181,Customer_180,West,Electronics,34202.33,13.0,2023-08-28 - 2023-09-23,0.6804617404114669,0.631578947368421,2023-08-28,2023-09-23,26
1182,Customer_181,Unknown,Apparel,5309.61,11.0,2023-10-10 - 2023-10-15,0.09490148455646617,0.5263157894736842,2023-10-10,2023-10-15,5
1183,Customer_182,East,Electronics,2451.42,2.0,2023-02-14 - 2023-02-17,0.03697538872048383,0.05263157894736842,2023-02-14,2023-02-17,3
1184,Customer_183,North,Grocery,2151.54,11.0,2023-06-08 - 2023-06-21,0.030897808986703218,0.5263157894736842,2023-06-08,2023-06-21,13
